,Comment,Speaker,Tag,word_count,negative,neutral,positive,compound
52,I learnt that 50 of time spent around code and 50 of time spent turning insights into action There are some core skills in the data science field such as communication enthusiasm willingness of learn and domain knowledge More technical skills are SQL R Visualization Platform,Sweetnam,1,46,0,1,0,0
53,"In Mr Sweetnams talk on Statistics After College on Wednesday I learnt about how Statistics is being used in the workplace Many of the Statistical methods that weve learnt in the classroom were mentioned during the presentation For example logistic regression is oftentime used in industry a modeling method can be easily explained to clients who have little Statistical background and the neural network model which has very robust predictive performance while having low interpretability One of the key soft skills mentioned by Mr Sweetnam was the ability to illustrate or explain the concepts and results of a method to the general clients This is extremely important since in the workplace we will work with people from different disciplines and people with their distinguished expertise it is crucial that we are capable of explaining the concepts that we well know of in a way that people in different disciplines can easily understand In short there is a large potential in the career
 development in Statistics and Data Science and since there are so many new concepts and techniques being created and developed we should keep learning them when going into the workplace",Sweetnam,0,192,0,1,0,0
54,"In Mr Sweetnams talk he discussed how data was used at an entertainment company in great
 detail In the marketing sector for instance people are concerned about optimizing marketing
 across different channels In the product sector people for instance are concerned about the
 effect of offering free episodes before a paywall In addition to that he also talked about the
 important skills data analysts need to succeed He emphasized SQL as an important skill for data
 analysts since it is crucial for distributing data He also indicated python and R are important
 programming skills that could help boost with modeling and career success In summary Mr
 Sweetnams talk provided me with detailed insight into how the industrial statistics look like and
 how should I improve myself so that I could succeed in my future career",Sweetnam,1,135,0,1,0,0
55,"1 SQL is important for all kinds of data roles so Ill learn that on my own 
 2 Communication skill is a must This not only includes communicating with peers professors coworkers but also includes communicating with someone from a totally different discipline Make sure we can deliver our results into languages that the audience can understand 
 3 Master a few skills No need to push myself to know everything",Sweetnam,1,72,0,0.878,0.122,0.2023
56,"From Mr Sweetnams talk I learned that
 Equipping oneself with the adequate knowledge to fit in his or her career is necessary
 Communication is equally important as technical skills
 Careers in Data Science Business Analytics and Data Engineering require similar skills but some ask for more specialization in one area",Sweetnam,1,50,0,1,0,0
57,Firstly I understand that it is important to understand data before manipulating it Secondly I learn that a data project involves project kickoff data source validation data analyst collecting insight and report out Thirdly I learned that data scientists need to spend half of their time around code and the other half around turning insight into action The forth thing I learned is that core skills for data scientists involve soft skills communication enthusiasm willingness to learn domain knowledge and technical skills including SQL RPython Visualization Platform statistics,Sweetnam,1,88,0,0.87,0.13,0.2023
58,"I learnt a lot from Mr Sweetnams talk He showed us the difference between different data
 positions which is really helpful It is very clear and it allows us to figure out our direction and
 focus on enhancing the tasksskills that is important Moreover he showed the procedure of a
 project in real world situation It provides us an overview of what his job looks like This
 information is hard to get in other place Meanwhile I also appreciate the way he present
 There are a lot of useful graphs in his power points It is straight forward and it allows people to
 easily understanding the essences In sum his talks is really helpful and I learnt a lot from his
 presentation",Sweetnam,0,122,0,1,0,0
59,Mr Quinn Sweetnam talked about how data and analytics used at an entertainment company how to segmenting website visitors for a news site and introduced types of data professionals After Mr Quinn Sweetnams speech I had a better vision of different kinds of data professionals I always knew that I am going to have a job relative to data but now I have a better understand of different kinds of data analysis jobs and technical skill I need to have As a senior in college it is great to have someone who is professional in this area to talk about their life as a consultant,Sweetnam,0,105,0,1,0,0
60,This week we have an guest speaking about how is data and analytics used and it was held by Mrsweetnam He talked about the types of data professionals and introduced the overgeneralization For example Data researchers and data creatives use R,Sweetnam,0,41,0,1,0,0
61,"From Mr Sweetnams talk I learned lots of professional ideas about statistics These ideas
 definitely help me to better understand what should I learn to get a better job in statistics field
 For example he mentioned that SQL skill is basic and important as a data analyst data
 scientist However UCLA statistics department do not provide courses related to SQL to
 students This means that I have to learn this skill outside school Also knowing data
 visualization skill such as knowing tableau is an important skill as a data worker He brought
 me to a world that related to get a good job as a data analyst I really appreciate this opportunity
 to listen and learn from Mr Sweetnams talk",Sweetnam,1,120,0,1,0,0
62,I got to know what a data analyst does in the real world and the connection between the job and what we have learned in college from Mr Sweetnams talk I realize that I should find a specific path that suits me well to become a data analyst,Sweetnam,0,48,0,1,0,0
63,First I got the chance to understand that understanding the data is the most important part of a data analytics project Also it is inspiring to see the job distinction among data business people data creatives data developers and data researchers and I feel I can better position myself in a data team now Last but not least as a student who mainly use R and Python I realized the importance of SQL in real life and I have decided to learn more about it,Sweetnam,1,85,0,0.857,0.143,0.25
64,"I have learned that some questions to consider as an analyzer for NBC will consider the following questions
 Marketing How should I optimize my marketing across different channels What groups of programs should I market together
 Product What is the effect on user acquisition of offering 2 free episodes before a paywall on our app How can I structure my website to optimize customer conversion on the check out page
 Content What program would I acquire for my streaming service given that we will have program A What types of content resonates with different groups of viewers
 
 And in a case study or a project such as studying what drives loyalty on website and identify distinct segments of visitors the steps are project kickoff data source validation data analysis collect insights and report out
 
 Also there are different positions that require different skills
 Data Product Owner
 Advanced Analyst
 Data Engineer
 Data Scientist
 Business Analyst",Sweetnam,1,156,0,1,0,0
65,"1 Mr Sweetnam introduces the process of each data projects The first part is the project kickoff which requires the data analyst to identify the question After that data source validation is required The third step is to collect insights 
 2 Mr Sweetnam also introduces the importance of soft skills and technical skills I think I need to learn SQL and communication by myself He also mentioned that soft skills are as important as the technical skills 
 3 Mr Sweetnam introduces the difference between data analyst data scientist and data researchers It reminds me that I still lacks the knowledge to be a data scientist The graduate program is important for me to learn theses skills",Sweetnam,1,118,0,1,0,0
66,4 In the talk by Quin Sweetnam on his Statistics After College He firstly talked about how is data and analytic used at an entertainment company Marketing product and content are three area that he mentioned also he talked about his role at NBCUniversal and introduced a case study Segmenting Website Visitors for a News site After his talk I realized that it is important to us have as many skills as possible if I want to become a Data Analytics Data Analytics spent 50 of time turning insight into action Master one language is not enough SQL and many other languages could also help me be more competitive in different area,Sweetnam,1,112,0,1,0,0
67,Mr Sweetnams talk is very impressive I am very interested in how to use data and analytics in improving product at an entertainment company I think in order to structure the website to optimize customer conversions on the checkout page we can use AB Testing and AA Testing which will help us show the significance features on websites In order to testing the effect on user acquisition of offering 2 free episodes I think we can construct models by separating the users by different groups and see their different performances,Sweetnam,1,90,0,0.77,0.23,0.5563
68,From Mr Sweetnams talk I get to know more about the field in statistics as a data scientist He shared many useful knowledge and skills we need to prepared broke down branches in the field positions and capacities match to different group of students may fit in or interested to He also indicated that the idea of the importance of interpretation to audience in term of statistic is relevant After his talk I realized my weakness and have a goal to better prepare myself in the rest of my senior year at UCLA And hopefully I could do better later when I start my career,Sweetnam,1,105,0,1,0,0
69,I have learned a lot from the Dr Andersons talk It is particularly interesting to see a real project that arises from the health care industry which we are unfamiliar with and see how people come up with research questions and find the appropriate methods Below are some points that I learned I learned a lot about baby cry I didnt know that baby cry can be different for different reasons From the talk I learned about how pain fussy and hungry will result in different baby cry and how we can detect the differences use Fourier transform to look at the intensity of different frequencies spectrogram and create high order acoustic features from the audios I also learned that infants who have stroke produce more slurred sounds By collecting data and train on them we can use baby cry as a biomarker for autism I learned about the process researchers do their research and in particular data collection and research question formalization It is interesting to see how they collected data through surveys on apps and webpages And with 1500200000 observations they come up with research questions What are new risk factors on gestational diabetes How substance abuse during a moms pregnancy affects the change in behavior in the baby And I was also able to see how these research questions get formulated into statistical analysis outcome and predictors It is interesting to see a project which we dont have domain knowledge about and how important it is for us to ask questions as a statistical consultant to better understand the dataset,Anderson,1,263,0,1,0,0
70,The most interesting part of the lecture for me was the subject matter To be honest I never really found medical data very interesting in general but exploring babys cries seems fascinating to me What also hit home was that Dr Andersons work was professional and high level and it followed the same structure that we have been learning this entire time Posing and understanding the research questions collecting data etc,Anderson,1,71,0,0.813,0.187,0.4576
71,In the research Dr Andersons idea of connecting babies crying sound and statistical data is very interesting She showed us some statistical results to support her idea and I learnt that if we can analyze babies sound by collect huge data set we would know what our babies are crying for In this case we will be able to let baby stop crying and offer them what they want,Anderson,1,69,0,1,0,0
72,I enjoyed this guests speech given by the DrAnderson She brought us a reallife example of how statistical analysis can help parents understand babies crying sound which is the coolest thing I have ever seen so far One thing I learned from her talk is that crying is one kind of communication between parents and their babies because different babies cries would give us different signals that babies want parents to do something for them According to plots of soundtrack statistical researchers can find there are some rule to explain the meaning of crying sound made from babies For example Neh sound means that the baby wants to let parents know they are hungry There are many fantastic topics about babys cries going on in DrAnderson I want to say thank you to her,Anderson,1,134,0,0.784,0.216,0.5106
73,Dr Andersons talk is about infant cry translator which is a very interesting and useful program There are problems for parents that they dont know what their babies crying for Are they painful fussy hungry or colic The tech tool introduced by Dr Anderson is to decipher infant cries so that we can know whats happening to the babies Dr Anderson have collected 500000 cries which is large enough to be compellent For parents what they need to do is only recording 5 seconds of the babys cry then chatterbaby would decipher the cry by machine learning and deep learning algorithms From my point of view chatterbaby is really applicable that can solve a lot of problems for parents,Anderson,1,119,0.205,0.795,0,-0.4767
74,It was very interesting to learn Dr Andersons current work on the baby monitoring app that was developed in conjunction with UCLA It was fascinating to find out how data such as survey information and audio data would be used by researchers I learned that the audio data would be processed by UCLA servers and then mapped to a pain level response variable to see if the baby was in distress I was not aware that there were differences in a babys cries depending on if they had a stroke or were autistic I also thought it was interesting how there were many things being inspected such as factors that are correlated to gestational diabetes,Anderson,1,115,0,0.813,0.187,0.4576
75,"Dr Anderson talked about how strokes affect speech in babies and adults Using auditory data of people experiencing a stroke she was able to analyze the trend and recognize how speech is impaired when the brain stem is under stress Just like how an adult would slur their words during a stroke babies too would slur their cries I think its amazing how statistics can help us understand babies better by analyzing what type of cries they make Babies cry all the time but its important to know which type of cries indicate a more severe problem I think Dr Andersons analysis of babies crying is the right direction in helping us understand why some babies cry for a prolonged period of time conic Her discussion about was very insightful and I now know that slurred speech is a common symptom of stroke Its something Ill definitely
 keep an eye out for",Anderson,1,152,0,1,0,0
76,In her lecture I learned about the project that she is currently working on and the application that she built The app she built analyzes the cries of a baby and determines the possible reasons why the baby is crying Her project focuses on analyzing two different hypotheses How substance abuse drugs and alcohol may affect the baby after in terms of autism And The risk of gestational diabetes I learned that you can create your own questions based on your own experiences such as how she created the ChatterBaby app partly because of her own experiences as a mother I learned a lot about this app such as what it does how the data was collected how the algorithms were made etc I feel as though the most important thing I learned was that you really need to ask your client about what the research question is Even after the great presentation we did not know the research question until we explicitly asked Dr Anderson herself To my surprise the questions deal with gestational diabetes and highrisk events to mothers and babies both things I would not have thought the research questions would be about after the whole presentation,Anderson,1,200,0,1,0,0
77,Dr Anderson created an app that records the cries of babies and lets the user know the reason behind the cry Also it served to collect data for gestational diabetes and how that is related to substance abuse by the mother It was interesting to see how different the cries can be For example when she showed us the cry of a baby with Criduchat syndrome it was obvious that it was different from the others It was very high pitched and very accurately resemble the cry of a cat Criduchat is due to part of a chromosome being missing and that causes the larynx to develop abnormally Another cry she showed us was one of a baby having a stroke Their wavelengths were much different They had many long pauses they were longer and the baby sounded like it was in distress,Anderson,1,143,0,0.867,0.133,0.25
78,Through Dr Andersons talk I learned about the ChatterBaby app and the overarching idea that a babys cry can predict why they are crying as well as reveal diseases or conditions the baby may have I also learned first hand the importance of listening closely to a client to understand what their goals are for their study In addition I saw how asking clarifying questions can help to make sure everyone is on the same page with these goals of the study Finally I enjoyed seeing the survey layout that the ChatterBaby team uses to collect data around the world I definitely related to this as I use REDCap to create surveys in a variety of languages to collect data at my job at the Department of Medicine Statistics Core It was great to see this skill set implemented in a new setting,Anderson,1,143,0,1,0,0
79,I thought it was really interesting to learn about the different cries that babies have Specifically the cri du chat cry of cat was very interesting and it was really clever for Dr Anderson to recognize the patterns of cries and develop a model to predict them and identify them,Anderson,1,50,0,0.8,0.2,0.4576
80,What I learn from Dr Anderson talk is that the data collection and app development is never easy The chatterbaby app is really good for the first mommy to take care of their babies especially for the firstbone They do not have any experience and seek for help,Anderson,0,48,0,1,0,0
81,I have known the app Chatter baby a long time ago back then I thought this app was really cool but never linked it with data analytics Dr Andersons talk was a very eye opening experience I learned the whole process of the development of a project Also how the dataset is expanded through user data collection I think the app is very helpful and with the huge amount of data collected it can expand its target to a wider range of baby activities,Anderson,1,84,0,1,0,0
82,Dr Andersons speaking is very good and I learned that some factors affects the children causes the disease including the mothers smoking behavior and drinking behavior I think their project is very useful,Anderson,0,33,0,0.79,0.21,0.4927
83,The video ARIANA ANDERSON ChatterBaby is a video revolving around an app called ChatterBaby created by UCLA professor Ariana Anderson In the video she explains what her product is and is marketing it to other people ChatterBaby is an app that analyzes the cries of infants and breaks it down allowing the parent of the guardian to know why the baby is crying Crying is a way for infants to communicate and most of the time it can be very tough to understand why they are crying Through the app Which has helped half a million people Anderson who is a mother of four children herself wants to help parents find the reason behind an infants cry and offer them proper necessary care From my perspective the app is a very useful app that can be revolutionary Anderson in the video has shared that she has an algorithm or cries in the apps database which helps to identify an infants cry through comparison and find the reason behind it The apps seem very legit because of the algorithms Anderson talks about in the video The description of the video also shares that Anderson specializes in Psychiatry and Biobehavioral Sciences School of Medicine only making the algorithms and her findings even more credible Moreover since the app and the algorithms created by Anderson are so credible and the evidence she offers regarding the cry resulted in pain hunger and the patterns the app seems to be exceptional If used in baby monitors cribs and others like she explains in the video it can indeed be very beneficial However adding more diversity to the algorithm with the help of different infants might help make it even stronger and better at dissecting the reason behind an infants cry,Anderson,1,295,0,1,0,0
84,Dr Anderson talked about her concern about how stroke affects speech in infants and adults and her research about how she uses auditory data of people who experienced stroke then analyze the trend and find out how speech is impaired when brain stem is under stress It was really interesting because I never thought about babies would have strokes too and that will definitely affect their speech the difference is how bad the stroke affects speech in infants and how is that different from the affect to adults However she is able to use statistics to figure out the trend analyze the data and come to the conclusion to help us understand why some babies cry for a long period of time Also she gave out a lot of information that I didnt know before such as slurred speech is a common symptom of stroke,Anderson,0,145,0,1,0,0
85,Created an app for deaf people to identify which types of cries their babies were having I learned that there are different types of cries that can help identify if a baby has a health condition She also shared with us that through this app they are able to collect data for gestational diabetes and how substance abuse will increase pregnancy complicationsCriduchat syndrome Babies with the criduchat syndrome produce a highpitched cry that sounds much like a cat Because of chromosome deletion that happens with the disease the larynx develops abnormally which affects the sound of a childs cry Sound level Meter A sound level meter allows scientists to track a babys wave length of sounds Dr Anderson demonstrated what a normal healthy baby cry sounds and looks like on the sound level meter and juxtaposed that sound to the cry of a baby suffering a stroke She showed how there are several long pauses and the wave lengths are much longer,Anderson,0,162,0,0.867,0.133,0.25
86,After listening to Dr Andersons speech I have acquired new understandings on how data analytics can be applied towards different fields It is refreshing to see an app that can analyze the sound of a babys cry and how experimental data can play a big role in all these Previously I have mostly been exposed to financial data or user data and this lecture has introduced me to new aspects of data analytics and ways that data science can also contribute to biology fieldAlso Dr Andersons triggers my reflection of the concepts of big data and small data During my previous curricular projects I have mostly applied statistical techniques on largescale datasets which often requires extensive data cleaning and dimension reduction The modeling usually is the determining factor of the projects and when dealing with big data I often apply machine learning models such as logistic regression random forest boosting and etc In this course I have notice that a lot of the materials we have learned focus on experimental data small data The pure quantity of data entries is small but every number and index are meaningful Dealing with these data often involves using different types of analysis of variance which I have not previously paid much attention to I do think that Dr Andersons work is an good example of small data and I believe learning technical to deal with similar problems can help me to improve on these aspects,Anderson,1,242,0.178,0.822,0,-0.3818
87,I really enjoyed dr andersons talk One thing in particular that I found interesting was learning about the genetic disorder Cri du Chat Additionally I think that the entire characterization of different types of cries is very interesting,Anderson,0,38,0,0.77,0.23,0.5563
88,I leant that she wanted us to build models for their data collected in the software Besides I found that when making presentations it is easy to assume that your audience knows what you are talking about while in fact they could be confused,Anderson,0,44,0,1,0,0
89,I did not really know what to expect when Dr Anderson was going to speak to us and I was pleasantly surprised by her presentation and her research I found it really interesting that she is able to do her research based on something that is very relevant to not only her life but on something that affects every mother and family in the world The app ChatterBaby is a really useful and important use of statistics in order to tell what babies cries mean I really liked that she used visual verbal and auditory techniques to help us better understand the data One thing that I found very interesting was that even after her whole presentation and going through all the details of her research with us we still needed to ask on what the research question was along with the necessary outcome and predictors This was a great experience for us as statisticians and consultants because we learned that when working with a client you can have a long conversation however you will need to ask a lot of questions to get to the core of what the client is asking for Overall I am excited for our future work and the potential of working with Dr Anderson as a client and her data,Anderson,1,216,0,1,0,0
90,I really enjoyed hearing about Dr Andersons research It was great to get an insight into how statistics is used for research purposes as opposed to corporate businesses like the first talk I particularly liked how Dr Anderson is specifically trying to help babies as I find it meaningful when the skills we learn are put to use in helping others Its amazing to see something as abstract as the sound young children make being analyzed statistically and used to draw conclusions,Anderson,0,82,0,0.754,0.246,0.5563
91,Firstly it was interesting to learn about the ChatterBaby app and the usage of statistics to analyzing audio files and determining the reason behind baby cries Such applications of statistics and technology are why I decided to pursue a degree in the field in the first place I appreciated that Dr Anderson showed us examples of the differences between baby cries  for instance a baby who has had a stroke vs a baby who hasnt or a baby who is in pain or one who is not Human hearing will naturally pick up on the difference between the two but its amazing to know that machines can learn to as well And when built effectively models can understand and interpret the intricate differences between cries that we would not be able to Dr Anderson also spoke about the survey data collected by ChatterBaby Im intrigued to potentially explore the relationship between various health conditions by the mother diabetes substance abuse etc and autism development or baby behavior Overall it was quite refreshing to learn about ChatterBabys mission and the various other projects that can be done with the collected data especially when my recent perception of statistics was clouded a bit by recruiting as a field for companies to leverage for marketing or product development purposes I enjoyed learning about the good that Dr Anderson is doing,Anderson,1,228,0,0.828,0.172,0.4019
92,From Professor Andersons talk I learned a number of interesting applications of machine learning techniques in medical diagnosis and treatment For instance ChatterBaby predicts babies pain and discomfit according to sounds of their cries and another project determines the severity of strokes according to how patients talk I found such applications remarkable in the sense that they opened a new vision for medical science Instead of analyzing root causes of the health conditions researchers apply statistics to the diagnosis process with machine learning models which acquire empirical knowledge from previous clinical trials While the prediction can become highly accurate people could still doubt the mechanism of the models to make the predictions I am curious about how researchers publicize these projects to users and explain to them what is in the black box,Anderson,0,133,0,1,0,0
93,From Dr Andersons talk I learned that it is important to develop a solution or project that is applicable in reallife scenarios Also personal experiences and expert inputs are also very important in building a useful algorithm It is also important to develop a regionagnostic survey to collect data that is representative,Anderson,0,52,0,1,0,0
94,What causes gestational diabetic Will the moms habit during pregnancy change the babys behavior such as Autism In order to deliver her research clearly Dr Anderson first gave us the example videos about babies cry and people with Autism to demonstrate the importance of analyzing babys cry to detect and precure the potential diseases And one interesting thing was the frequency plot of the babys cry to visualize such a difference between healthy and unhealthy babies so that we can have a better idea of how the research operates Furthermore Dr Anderson showed us the website ChatterBaby about how they collect the data from the pregnant mom which is very detailoriented and aimful to build the model and analyze I am very impressed that the app they developed can predict what does the baby feeling by their cry,Anderson,1,138,0,1,0,0
95,The other day I learned that Professor Ariana Anderson works at the David Geffen School of Medicine and has helped develop a new application that has gone mobile as well called ChatterBaby This innovation analyzes babies cries to predict the most likely reasons they are crying The process involves comparing the babys cry with a UCLA database of about 1500 other baby cries in order to produce a probabilistic distribution of the reasons they might be crying Dr Anderson has also conducted research on trying to predict if a baby will have autism based off of the moms medical history and the babys cries This research has had some traction in the past but Dr Andersons involvement with it has seen some good development She also explained the concept of colic to us which is when a baby cries for no reason It is from this that she actually found out that the majority of colic actually represents the baby being in pain,Anderson,0,163,0,1,0,0
96,By analyzing the audio frequency of babys crying sound and the expectation of pregnant women we can judge the meaning of the sound of crying of babys,Anderson,0,27,0,1,0,0
97,Dr Ariana Anderson the statistics professor of David Geffen School of Medicine to give us some insights on her research interests and some advice for our career choice I am very interested in Arianas research interests and I am looking forward to working with her if possible Previously I did some research with a biological statistic professor I found statistics application on biological and medical problems particularly interesting and existing because I believe these fields of study are really helping human beings to stay healthy and stand against diseases Moreover I enjoyed learning about the interaction between the sound volume of babies crying and the real emotion and feelings of those babies Without enough background knowledge I would never connect this predictor to the outcome This result enlightens me that when I get into some industry I should study the industry deeply and when I understand the background knowledge deeply enough I can figure out these implicit correlations I believe these implicit relationships are the ones that will make a difference,Anderson,1,171,0,1,0,0
98,I think this is a very interesting research and I never heard of anything like this I never think of understanding baby through their crying and it is a reasonable doable and very smart thought Dr Anderson talked about the two research questions that are in interest One is the factors affecting diabetes and another one is about what behaviors mother have during pregnancy would affect the baby Through analyzing the data collected from the survey I hope we can figure out something significant and helpful The survey is also very well designed and neat which I think is very important to collect good data set,Anderson,0,106,0,0.786,0.214,0.4576
99,From today DrAndersons talk I learned that first when you have guts that something has patterns you should look into it cause that might be a new scientific finding Second as a statistical consultant you should make sure every time you finish a meeting with the client you double check on your tasks Third its normal to keep update your main algorithm,Anderson,0,62,0,1,0,0
100,Dr Anderson mainly talked about her ChatterBaby APP It use artificial intelligence and algorithm to predict about babys purpose when crying It shows me how the statistical methods can be applied in daily life especially combined with neuroscience It makes me to think about if there is any interesting things which I can use statistical knowledge to conduct indepth research Besides when we give the presentation we should clarify the sample information It is important for the audience to know Some classmates ask Dr Anderson for that and I think such information is critical to know,Anderson,0,96,0,1,0,0
101,When Dr Anderson presented to the class about her research and the ChatterBaby Infant Cry Translator App I learned how different cries indicate different feelings the implications of babies who have Colic and the factors that are believed to impact a babys development First Dr Anderson discussed how she developed an algorithm to listen to and translate a babys cry to indicate whether the baby is feeling hungry fussy or in pain She trained this algorithm to look for patterns in pitches of a babys cry to categorize it into one of those three groups I learned that there are distinct differences between a babys cry for pain vs hunger vs fussiness With pain there seems to be a lot of energy and little periods of prolonged heldout cries With the algorithm it was discovered that babies with Colic a condition when a baby doesnt stop crying are likely experiencing pain I learned that babies who experience this pain early on are hypersensitive to pain later on in life With the data that Dr Anderson has accumulated via a quasianonymous survey on the ChatterBaby App I am curious to learn more about the possible relationships between different predictors and the outcome variables of Gestational Diabetes and Substance Abuse,Anderson,0,208,0,1,0,0
102,The speech given by Dr Anderson mainly focuses on the project she is currently working on  creating and improving an app which uses artificial intelligence to let parents know when their baby is crying and the reason why their baby is crying The app she founded is called ChatterBaby which uses the algorithm employing statistical methods and machine learning used in biomedical field to study babys cry A team of scientists led by Dr Anderson developed this algorithm to identify pathological infant vocal patterns In this case we can not only know what babys need is but also detect neurodevelopmental disorders when noticing the baby has abnormal cry Incredibly this algorithm predicts babys pain with over ninety percent accuracy I think this is an innovative and practical research to apply statistics and biomedical knowledge into real world problems Although the research is initially designed for deaf parents I think almost all parents especially those first time parents would appreciate this app because it makes raising a child a lot easier Thus I am glad we will know more about this research and even participate in it through our 141 project,Anderson,1,191,0,1,0,0
103,Dr Andersons talk was one of the most applicable talks we have had so far into the quarter It was extremely insightful to hear her detailed talk about her app which detects the sounds of babies crying and then tries to identify what kind of cry it is This way one can diagnose if the baby is having a stroke if it is healthy or if it was born when the mother had gestational diabetes I liked how she made us who could be future app developers and data scientists understand the different problems associated with creating a holistic application by telling us of the issues that rose because her team collected data only from English speaking countries but aimed to create a Spanish feature She also explained how her app had a social impact focus as it would allow deaf mothers to analyze the health of their babies without having to hire specialized help I think Dr Andersons talk was a good way to learn how we can apply our statistical knowledge and skill set to create practical products which impact a large number of lives,Anderson,1,187,0,1,0,0
104,Dr Anderson created an application named Chatter Baby which is an infant cry translator She used EEG on babies to capture their brains electrical activity Her hypothesis is babies with brain damageautismetc have different cries from other babies Essentially the Chatter Baby application is a smartphone application that has an algorithm to let parents predict whether or not the baby is in pain Furthermore she talked about Stats 141SLs project details The project will involve predictive modelling to predict two things  firstly what predictors can affect your chances of gestational diabetes secondly do babies who have mothers who went through substance abuse during the pregnancy present autisticlike behavior When filling out survey preferences for Stats 141SLs final project I did not fill out medical research because I thought that my interests did not include medical research However after listening to Dr Andersons talk I became very intrigued by her research In my opinion her research will be impactful towards everyone especially the community of mothers and their babies,Anderson,1,169,0,0.846,0.154,0.25
105,The talk with Dr Ariana Anderson was very compelling to me and I liked how she described the aspects of her app ChatterBaby and the process of how it came to be I thought it was interesting how she said that the app could measure babies up to two years of age But the most intriguing aspect of her talk was the process of going through the different baby cries I didnt realize how much of a difference there would be in the cries of a baby and it was a little disheartening to learn that the babies with colic are in pain However the process of discovering that through the use of the algorithm was very interesting Due to the effectiveness of the algorithm that ChatterBaby has developed maybe there can be new solutions for babies that have colic I think that it is very useful that the app has a place for mothers to take surveys so the app can record information about the mothers which could be used in helpful preventative measures,Anderson,1,175,0,1,0,0
106,Some of the things I learned from Dr Andersons talk is that she works with the David Geffen School of Medicine She developed the Chatterbaby app which analyzes a babys cries and predicts the most probable reason for their crying It compares the babys cries with UCLAs database consisting of 1500 different babies cries When the app analyzed babies crying from colic the apps algorithm predicted that their cries were cries of pain which suggests that babies with colic are actually in pain This could help parents take care of their babies better and attend to their needs in a faster manner I think this is very interesting because it demonstrates the wide variety of applications for data science,Anderson,0,119,0,1,0,0
107,The main thing I learned from Dr Andersons talk was the fact that babys cry can actually be translated into a distinct need Until the day I heard about Dr Andersons talk I had no idea that babys cry could hold a variety kinds of meanings According to Dr Anderson babys vocal pattern can be used for analysis and allow us to create an algorithm Another thing I learned and was interested in was the fact that the algorithm created from babys vocal pattern can also be used for babies with illness This algorithm can allow us to distinguish between the ill babies and healthy babies I never thought that statistical analysis can be used as a form of diagnosis Just like what Dr Anderson said some babies get illnesses such as autism spectrum disorder Since babies cannot talk or do any kind of communication I believe this kind of disorder is very critical to any babies The only thing babies can do is cry and this is the reason why I believe the algorithm used in ChatterBaby is an extremely important resource for the medical system Overall until I heard about Dr Andersons talk I honestly thought that statistical analysis I will be doing after the graduation could be very boring and maybe not something I anticipated so much till now However after hearing her talk I realized that statistical analysis can basically be connected to just about anything in our lives I personally love any kind of activities that are helpful for other people and I thought that I might also be able to use statistical analysis and find something similar to ChatterBaby,Anderson,1,275,0,1,0,0
108,In Wednesdays lecture Dr Anderson the founder of the Chatterbaby project uses artifiicla intelligence to predict babys status when baby is crying Dr Anderson firstly collected audio records from painful cries when babies were receiving vaccines and analyzed the frequency and tone of the crying She classified the status of crying into fussy hungry and pain When a new audio recording comes in the algorithm would match the recording with the database and uses statistic echnique to predict the babys status This statistics application is extremely helpful for parents because it is really hard to identify a baybs need when crying and solve deaf parents huge problems,Anderson,0,107,0,1,0,0
109,I should pay more attention to whats going on in our lives to find interesting research topics When presenting to others it will be very useful to reiterate the research question and predictors at the end so that the audience will have a clearer idea about the direction the project is going Binary outcomes are indeed very important in scientific research,Anderson,0,61,0.097,0.903,0,-0.1027
110,First and foremost I think that her research is a creative way to aid in a very important problem I think that it is amazing that they have the questionnaire available in many different languages because it helps include people which are normally marginalized by conventional health programs However I did notice that all the data came from the United States With regards to the riskscore of autism would there need to be different systems of attributing these scores to account for cultural difference in behavior For example the expected level of eye contact from a child may change between countries due to cultural factors,Anderson,0,105,0,1,0,0
111,Cat cry of the baby can predict the stroke condition on infants Current sound patterns can sort out the situations when infants feel pain 2 Besides providing side informations it is important to express the research questions explicitly we want to investigate on factors that might cause stationary diabetes for women during pregnancy such as substance abuse family history and generic impacts 3 The data we are using are mostly selfreported survey data that might lead to bias The data base is around 2000 which is not an enormous data base As a result it is essential to explore potential data sources and select robust columns for feature engineering,Anderson,1,109,0.181,0.819,0,-0.4767
112,Dr Andersons presentation today taught me that it is very essential to be able to obtain the true question a consultant wants from given data They may present a question to you but it is your job to decode the actual meaning behind what they are really wanting to ask This process may take multiple meetings to finalize Besides learning about consulting I also learned that although everyones speech is unique theyre are common patterns that can be useful for prediction,Anderson,0,81,0,1,0,0
